Gap Start,Gap End,Gap (min),Category
2024-12-10 15:59,2024-12-10 17:00,61,Daily Maintenance
2024-12-11 15:59,2024-12-11 17:00,61,Daily Maintenance
2024-12-11 23:24,2024-12-11 23:26,2,Minor (2-5 min)
2024-12-12 15:59,2024-12-12 17:00,61,Daily Maintenance
2024-12-13 15:59,2024-12-15 17:00,2941,Weekend / Holiday
2024-12-16 15:59,2024-12-16 17:00,61,Daily Maintenance
2024-12-17 00:38,2024-12-17 00:40,2,Minor (2-5 min)
2024-12-17 15:59,2024-12-17 17:00,61,Daily Maintenance
2024-12-18 15:59,2024-12-18 17:00,61,Daily Maintenance
2024-12-19 15:59,2024-12-19 17:00,61,Daily Maintenance
2024-12-20 15:59,2024-12-22 17:00,2941,Weekend / Holiday
2024-12-23 15:59,2024-12-23 17:00,61,Daily Maintenance
2024-12-24 12:14,2024-12-25 17:00,1726,Weekend / Holiday
2024-12-26 01:36,2024-12-26 01:38,2,Minor (2-5 min)
2024-12-26 15:59,2024-12-26 17:00,61,Daily Maintenance
2024-12-27 15:59,2024-12-29 17:00,2941,Weekend / Holiday
2024-12-30 15:59,2024-12-30 17:00,61,Daily Maintenance
2024-12-31 15:59,2025-01-01 17:00,1501,Weekend / Holiday
2025-01-02 15:59,2025-01-02 17:00,61,Daily Maintenance
2025-01-02 22:28,2025-01-02 22:30,2,Minor (2-5 min)
2025-01-03 15:59,2025-01-05 17:00,2941,Weekend / Holiday
2025-01-06 15:59,2025-01-06 17:00,61,Daily Maintenance
2025-01-07 15:59,2025-01-07 17:00,61,Daily Maintenance
2025-01-08 15:59,2025-01-08 17:00,61,Daily Maintenance
2025-01-09 08:29,2025-01-09 17:00,511,Significant
2025-01-10 15:59,2025-01-12 17:00,2941,Weekend / Holiday
2025-01-13 15:59,2025-01-13 17:00,61,Daily Maintenance
2025-01-14 15:59,2025-01-14 17:00,61,Daily Maintenance
2025-01-15 15:59,2025-01-15 17:00,61,Daily Maintenance
2025-01-16 15:59,2025-01-16 17:00,61,Daily Maintenance
2025-01-17 15:59,2025-01-19 17:00,2941,Weekend / Holiday
2025-01-20 11:59,2025-01-20 17:00,301,Holiday Early Close
2025-01-21 15:59,2025-01-21 17:00,61,Daily Maintenance
2025-01-22 15:59,2025-01-22 17:00,61,Daily Maintenance
2025-01-23 15:59,2025-01-23 17:00,61,Daily Maintenance
2025-01-24 15:59,2025-01-26 17:00,2941,Weekend / Holiday
2025-01-27 15:59,2025-01-27 17:00,61,Daily Maintenance
2025-01-28 15:59,2025-01-28 17:00,61,Daily Maintenance
2025-01-29 15:59,2025-01-29 17:00,61,Daily Maintenance
2025-01-30 15:59,2025-01-30 17:00,61,Daily Maintenance
2025-01-31 15:59,2025-02-02 17:00,2941,Weekend / Holiday
2025-02-03 15:59,2025-02-03 17:00,61,Daily Maintenance
2025-02-04 15:59,2025-02-04 17:00,61,Daily Maintenance
2025-02-05 15:59,2025-02-05 17:00,61,Daily Maintenance
2025-02-06 15:59,2025-02-06 17:00,61,Daily Maintenance
2025-02-07 15:59,2025-02-09 17:00,2941,Weekend / Holiday
2025-02-10 15:59,2025-02-10 17:00,61,Daily Maintenance
2025-02-11 15:59,2025-02-11 17:00,61,Daily Maintenance
2025-02-12 15:59,2025-02-12 17:00,61,Daily Maintenance
2025-02-12 17:23,2025-02-12 17:25,2,Minor (2-5 min)
2025-02-13 15:59,2025-02-13 17:00,61,Daily Maintenance
2025-02-14 15:59,2025-02-16 17:00,2941,Weekend / Holiday
2025-02-17 11:59,2025-02-17 17:00,301,Holiday Early Close
2025-02-18 15:59,2025-02-18 17:00,61,Daily Maintenance
2025-02-19 15:59,2025-02-19 17:00,61,Daily Maintenance
2025-02-20 15:59,2025-02-20 17:00,61,Daily Maintenance
2025-02-21 15:59,2025-02-23 17:00,2941,Weekend / Holiday
2025-02-24 00:15,2025-02-24 00:17,2,Minor (2-5 min)
2025-02-24 15:59,2025-02-24 17:00,61,Daily Maintenance
2025-02-25 15:59,2025-02-25 17:00,61,Daily Maintenance
2025-02-26 15:59,2025-02-26 17:00,61,Daily Maintenance
2025-02-27 15:59,2025-02-27 17:00,61,Daily Maintenance
2025-02-28 15:59,2025-03-02 17:00,2941,Weekend / Holiday
2025-03-03 15:59,2025-03-03 17:00,61,Daily Maintenance
2025-03-04 15:59,2025-03-04 17:00,61,Daily Maintenance
2025-03-05 15:59,2025-03-05 17:00,61,Daily Maintenance
2025-03-06 15:59,2025-03-06 17:00,61,Daily Maintenance
2025-03-07 15:59,2025-03-09 17:00,2941,Weekend / Holiday
2025-03-10 15:59,2025-03-10 17:00,61,Daily Maintenance
2025-03-11 15:59,2025-03-11 17:00,61,Daily Maintenance
2025-03-11 18:37,2025-03-11 18:45,8,Significant
2025-03-11 18:55,2025-03-11 19:02,7,Significant
2025-03-12 15:59,2025-03-12 17:00,61,Daily Maintenance
2025-03-13 15:59,2025-03-13 17:00,61,Daily Maintenance
2025-03-14 15:59,2025-03-16 17:00,2941,Weekend / Holiday
2025-03-17 15:59,2025-03-17 17:00,61,Daily Maintenance
2025-03-17 23:05,2025-03-17 23:07,2,Minor (2-5 min)
2025-03-18 15:59,2025-03-18 17:00,61,Daily Maintenance
2025-03-19 15:59,2025-03-19 17:00,61,Daily Maintenance
2025-03-20 15:59,2025-03-20 17:00,61,Daily Maintenance
2025-03-21 15:59,2025-03-23 17:00,2941,Weekend / Holiday
2025-03-24 15:59,2025-03-24 17:00,61,Daily Maintenance
2025-03-25 15:59,2025-03-25 17:00,61,Daily Maintenance
2025-03-26 15:59,2025-03-26 17:00,61,Daily Maintenance
2025-03-27 15:59,2025-03-27 17:00,61,Daily Maintenance
2025-03-28 15:59,2025-03-30 17:00,2941,Weekend / Holiday
2025-03-31 15:59,2025-03-31 17:00,61,Daily Maintenance
2025-04-01 15:59,2025-04-01 17:00,61,Daily Maintenance
2025-04-02 15:30,2025-04-02 15:32,2,Minor (2-5 min)
2025-04-02 15:59,2025-04-02 17:02,63,Daily Maintenance
2025-04-03 15:59,2025-04-03 17:00,61,Daily Maintenance
2025-04-04 15:59,2025-04-06 17:00,2941,Weekend / Holiday
2025-04-07 15:59,2025-04-07 17:00,61,Daily Maintenance
2025-04-08 15:59,2025-04-08 17:00,61,Daily Maintenance
2025-04-08 18:19,2025-04-08 18:25,6,Significant
2025-04-08 18:36,2025-04-08 18:44,8,Significant
2025-04-09 15:59,2025-04-09 17:00,61,Daily Maintenance
2025-04-10 15:59,2025-04-10 17:00,61,Daily Maintenance
2025-04-11 15:59,2025-04-13 17:00,2941,Weekend / Holiday
2025-04-14 15:59,2025-04-14 17:00,61,Daily Maintenance
2025-04-15 15:59,2025-04-15 17:00,61,Daily Maintenance
2025-04-16 15:59,2025-04-16 17:00,61,Daily Maintenance
2025-04-17 15:59,2025-04-20 17:00,4381,Weekend / Holiday
2025-04-21 15:59,2025-04-21 17:00,61,Daily Maintenance
2025-04-22 15:59,2025-04-22 17:00,61,Daily Maintenance
2025-04-23 15:59,2025-04-23 17:00,61,Daily Maintenance
2025-04-24 15:59,2025-04-24 17:00,61,Daily Maintenance
2025-04-25 15:59,2025-04-27 17:00,2941,Weekend / Holiday
2025-04-28 15:59,2025-04-28 17:00,61,Daily Maintenance
2025-04-29 15:59,2025-04-29 17:00,61,Daily Maintenance
2025-04-30 15:59,2025-04-30 17:00,61,Daily Maintenance
2025-05-01 15:59,2025-05-01 17:00,61,Daily Maintenance
2025-05-02 15:59,2025-05-04 17:00,2941,Weekend / Holiday
2025-05-05 15:59,2025-05-05 17:00,61,Daily Maintenance
2025-05-06 15:59,2025-05-06 17:00,61,Daily Maintenance
2025-05-07 15:59,2025-05-07 17:00,61,Daily Maintenance
2025-05-08 15:59,2025-05-08 17:00,61,Daily Maintenance
2025-05-09 15:59,2025-05-11 17:00,2941,Weekend / Holiday
2025-05-12 15:59,2025-05-12 17:00,61,Daily Maintenance
2025-05-13 15:59,2025-05-13 17:00,61,Daily Maintenance
2025-05-13 18:22,2025-05-13 18:32,10,Significant
2025-05-13 18:59,2025-05-13 19:08,9,Significant
2025-05-14 15:59,2025-05-14 17:00,61,Daily Maintenance
2025-05-15 15:59,2025-05-15 17:00,61,Daily Maintenance
2025-05-16 15:59,2025-05-18 17:00,2941,Weekend / Holiday
2025-05-19 15:59,2025-05-19 17:00,61,Daily Maintenance
2025-05-20 15:59,2025-05-20 17:00,61,Daily Maintenance
2025-05-21 15:59,2025-05-21 17:00,61,Daily Maintenance
2025-05-22 15:59,2025-05-22 17:00,61,Daily Maintenance
2025-05-23 15:59,2025-05-25 17:00,2941,Weekend / Holiday
2025-05-26 11:59,2025-05-26 17:00,301,Holiday Early Close
2025-05-27 15:59,2025-05-27 17:00,61,Daily Maintenance
2025-05-28 15:59,2025-05-28 17:00,61,Daily Maintenance
2025-05-29 15:59,2025-05-29 17:00,61,Daily Maintenance
2025-05-30 15:59,2025-06-01 17:00,2941,Weekend / Holiday
2025-06-02 15:59,2025-06-02 17:00,61,Daily Maintenance
2025-06-03 15:59,2025-06-03 17:00,61,Daily Maintenance
2025-06-04 15:59,2025-06-04 17:00,61,Daily Maintenance
2025-06-05 15:59,2025-06-05 17:00,61,Daily Maintenance
2025-06-06 15:59,2025-06-08 17:00,2941,Weekend / Holiday
2025-06-09 15:59,2025-06-09 17:00,61,Daily Maintenance
2025-06-10 15:59,2025-06-10 17:00,61,Daily Maintenance
2025-06-11 15:59,2025-06-11 17:00,61,Daily Maintenance
2025-06-12 15:59,2025-06-12 17:00,61,Daily Maintenance
2025-06-13 15:59,2025-06-15 17:00,2941,Weekend / Holiday
2025-06-15 23:50,2025-06-15 23:52,2,Minor (2-5 min)
2025-06-16 00:48,2025-06-16 00:50,2,Minor (2-5 min)
2025-06-16 15:59,2025-06-16 17:00,61,Daily Maintenance
2025-06-17 15:59,2025-06-17 17:00,61,Daily Maintenance
2025-06-18 15:59,2025-06-18 17:00,61,Daily Maintenance
2025-06-19 11:59,2025-06-19 17:00,301,Holiday Early Close
2025-06-20 15:59,2025-06-22 17:00,2941,Weekend / Holiday
2025-06-23 15:59,2025-06-23 17:00,61,Daily Maintenance
2025-06-24 15:59,2025-06-24 17:00,61,Daily Maintenance
2025-06-25 15:59,2025-06-25 17:00,61,Daily Maintenance
2025-06-26 15:59,2025-06-26 17:00,61,Daily Maintenance
2025-06-27 15:59,2025-06-29 17:00,2941,Weekend / Holiday
2025-06-30 15:59,2025-06-30 17:00,61,Daily Maintenance
2025-07-01 15:59,2025-07-01 17:00,61,Daily Maintenance
2025-07-02 15:59,2025-07-02 17:00,61,Daily Maintenance
2025-07-03 00:27,2025-07-03 00:29,2,Minor (2-5 min)
2025-07-03 12:14,2025-07-03 17:00,286,Significant
2025-07-04 11:59,2025-07-06 17:00,3181,Weekend / Holiday
2025-07-07 15:59,2025-07-07 17:00,61,Daily Maintenance
2025-07-08 15:59,2025-07-08 17:00,61,Daily Maintenance
2025-07-08 17:56,2025-07-08 17:58,2,Minor (2-5 min)
2025-07-08 18:13,2025-07-08 18:15,2,Minor (2-5 min)
2025-07-09 15:59,2025-07-09 17:00,61,Daily Maintenance
2025-07-10 15:59,2025-07-10 17:00,61,Daily Maintenance
2025-07-11 15:59,2025-07-13 17:00,2941,Weekend / Holiday
2025-07-14 15:59,2025-07-14 17:00,61,Daily Maintenance
2025-07-15 15:59,2025-07-15 17:00,61,Daily Maintenance
2025-07-16 15:59,2025-07-16 17:00,61,Daily Maintenance
2025-07-17 15:59,2025-07-17 17:00,61,Daily Maintenance
2025-07-18 15:59,2025-07-20 17:00,2941,Weekend / Holiday
2025-07-21 15:59,2025-07-21 17:00,61,Daily Maintenance
2025-07-22 15:59,2025-07-22 17:00,61,Daily Maintenance
2025-07-23 15:59,2025-07-23 17:00,61,Daily Maintenance
2025-07-24 15:59,2025-07-24 17:00,61,Daily Maintenance
2025-07-25 15:59,2025-07-27 17:00,2941,Weekend / Holiday
2025-07-28 15:59,2025-07-28 17:00,61,Daily Maintenance
2025-07-29 15:59,2025-07-29 17:00,61,Daily Maintenance
2025-07-29 18:17,2025-07-29 18:19,2,Minor (2-5 min)
2025-07-30 15:59,2025-07-30 17:00,61,Daily Maintenance
2025-07-31 15:59,2025-07-31 17:00,61,Daily Maintenance
2025-08-01 15:59,2025-08-03 17:00,2941,Weekend / Holiday
2025-08-04 15:59,2025-08-04 17:00,61,Daily Maintenance
2025-08-05 15:59,2025-08-05 17:00,61,Daily Maintenance
2025-08-06 15:59,2025-08-06 17:00,61,Daily Maintenance
2025-08-07 15:59,2025-08-07 17:00,61,Daily Maintenance
2025-08-08 15:59,2025-08-10 17:00,2941,Weekend / Holiday
2025-08-11 15:59,2025-08-11 17:00,61,Daily Maintenance
2025-08-12 15:59,2025-08-12 17:00,61,Daily Maintenance
2025-08-13 15:59,2025-08-13 17:00,61,Daily Maintenance
2025-08-13 23:01,2025-08-13 23:03,2,Minor (2-5 min)
2025-08-14 15:59,2025-08-14 17:00,61,Daily Maintenance
2025-08-15 15:59,2025-08-17 17:00,2941,Weekend / Holiday
2025-08-18 15:59,2025-08-18 17:00,61,Daily Maintenance
2025-08-19 15:59,2025-08-19 17:00,61,Daily Maintenance
2025-08-20 15:59,2025-08-20 17:00,61,Daily Maintenance
2025-08-21 15:59,2025-08-21 17:00,61,Daily Maintenance
2025-08-21 23:52,2025-08-21 23:54,2,Minor (2-5 min)
2025-08-22 15:59,2025-08-24 17:00,2941,Weekend / Holiday
2025-08-25 15:59,2025-08-25 17:00,61,Daily Maintenance
2025-08-26 15:59,2025-08-26 17:00,61,Daily Maintenance
2025-08-27 15:59,2025-08-27 17:00,61,Daily Maintenance
2025-08-28 15:59,2025-08-28 17:00,61,Daily Maintenance
2025-08-29 15:59,2025-08-31 17:00,2941,Weekend / Holiday
2025-09-01 11:59,2025-09-01 17:00,301,Holiday Early Close
2025-09-02 15:59,2025-09-02 17:00,61,Daily Maintenance
2025-09-03 15:59,2025-09-03 17:00,61,Daily Maintenance
2025-09-04 15:59,2025-09-04 17:00,61,Daily Maintenance
2025-09-05 15:59,2025-09-07 17:00,2941,Weekend / Holiday
2025-09-08 15:59,2025-09-08 17:00,61,Daily Maintenance
2025-09-09 15:59,2025-09-09 17:00,61,Daily Maintenance
2025-09-10 15:59,2025-09-10 17:00,61,Daily Maintenance
2025-09-10 18:56,2025-09-10 18:58,2,Minor (2-5 min)
2025-09-11 15:59,2025-09-11 17:00,61,Daily Maintenance
2025-09-12 15:59,2025-09-14 17:00,2941,Weekend / Holiday
2025-09-14 20:47,2025-09-14 20:49,2,Minor (2-5 min)
2025-09-14 23:56,2025-09-14 23:58,2,Minor (2-5 min)
2025-09-15 15:59,2025-09-15 17:00,61,Daily Maintenance
2025-09-15 23:11,2025-09-15 23:13,2,Minor (2-5 min)
2025-09-15 23:58,2025-09-16 00:00,2,Minor (2-5 min)
2025-09-16 15:59,2025-09-16 17:00,61,Daily Maintenance
2025-09-17 15:59,2025-09-17 17:00,61,Daily Maintenance
2025-09-18 15:59,2025-09-18 17:00,61,Daily Maintenance
2025-09-19 15:59,2025-09-21 17:00,2941,Weekend / Holiday
2025-09-21 23:40,2025-09-21 23:42,2,Minor (2-5 min)
2025-09-22 15:59,2025-09-22 17:00,61,Daily Maintenance
2025-09-23 15:59,2025-09-23 17:00,61,Daily Maintenance
2025-09-24 15:59,2025-09-24 17:00,61,Daily Maintenance
2025-09-25 15:59,2025-09-25 17:00,61,Daily Maintenance
2025-09-26 15:59,2025-09-28 17:00,2941,Weekend / Holiday
2025-09-29 15:59,2025-09-29 17:00,61,Daily Maintenance
2025-09-30 15:59,2025-09-30 17:00,61,Daily Maintenance
2025-10-01 15:59,2025-10-01 17:00,61,Daily Maintenance
2025-10-02 15:59,2025-10-02 17:00,61,Daily Maintenance
2025-10-03 15:59,2025-10-05 17:00,2941,Weekend / Holiday
2025-10-06 15:59,2025-10-06 17:00,61,Daily Maintenance
2025-10-07 15:59,2025-10-07 17:00,61,Daily Maintenance
2025-10-08 15:59,2025-10-08 17:00,61,Daily Maintenance
2025-10-09 15:59,2025-10-09 17:00,61,Daily Maintenance
2025-10-10 15:59,2025-10-12 17:00,2941,Weekend / Holiday
2025-10-13 15:59,2025-10-13 17:00,61,Daily Maintenance
2025-10-14 15:59,2025-10-14 17:00,61,Daily Maintenance
2025-10-15 15:59,2025-10-15 17:00,61,Daily Maintenance
2025-10-16 15:59,2025-10-16 17:00,61,Daily Maintenance
2025-10-17 15:59,2025-10-19 17:00,2941,Weekend / Holiday
2025-10-20 15:59,2025-10-20 17:00,61,Daily Maintenance
2025-10-21 15:59,2025-10-21 17:00,61,Daily Maintenance
2025-10-22 15:59,2025-10-22 17:00,61,Daily Maintenance
2025-10-23 15:59,2025-10-23 17:00,61,Daily Maintenance
2025-10-24 15:59,2025-10-26 17:00,2941,Weekend / Holiday
2025-10-27 15:59,2025-10-27 17:00,61,Daily Maintenance
2025-10-28 15:59,2025-10-28 17:00,61,Daily Maintenance
2025-10-29 15:59,2025-10-29 17:00,61,Daily Maintenance
2025-10-30 15:59,2025-10-30 17:00,61,Daily Maintenance
2025-10-31 15:59,2025-11-02 17:00,2941,Weekend / Holiday
2025-11-03 15:59,2025-11-03 17:00,61,Daily Maintenance
2025-11-04 15:59,2025-11-04 17:00,61,Daily Maintenance
2025-11-05 15:59,2025-11-05 17:00,61,Daily Maintenance
2025-11-06 15:59,2025-11-06 17:00,61,Daily Maintenance
2025-11-07 15:59,2025-11-09 17:00,2941,Weekend / Holiday
2025-11-10 15:59,2025-11-10 17:00,61,Daily Maintenance
2025-11-11 15:59,2025-11-11 17:00,61,Daily Maintenance
2025-11-12 15:59,2025-11-12 17:00,61,Daily Maintenance
2025-11-13 15:59,2025-11-13 17:00,61,Daily Maintenance
2025-11-14 15:59,2025-11-16 17:00,2941,Weekend / Holiday
2025-11-17 15:59,2025-11-17 17:00,61,Daily Maintenance
2025-11-18 15:59,2025-11-18 17:00,61,Daily Maintenance
2025-11-19 15:59,2025-11-19 17:00,61,Daily Maintenance
2025-11-20 15:59,2025-11-20 17:00,61,Daily Maintenance
2025-11-21 15:59,2025-11-23 17:00,2941,Weekend / Holiday
2025-11-24 15:59,2025-11-24 17:00,61,Daily Maintenance
2025-11-25 15:59,2025-11-25 17:00,61,Daily Maintenance
2025-11-26 15:59,2025-11-26 17:00,61,Daily Maintenance
2025-11-27 11:59,2025-11-27 17:00,301,Holiday Early Close
2025-11-27 19:46,2025-11-27 19:48,2,Minor (2-5 min)
2025-11-27 20:21,2025-11-27 20:23,2,Minor (2-5 min)
2025-11-27 20:44,2025-11-28 07:30,646,Significant
2025-11-28 12:14,2025-11-30 17:00,3166,Weekend / Holiday
2025-12-01 15:59,2025-12-01 17:00,61,Daily Maintenance
2025-12-02 15:59,2025-12-02 17:00,61,Daily Maintenance
2025-12-03 15:59,2025-12-03 17:00,61,Daily Maintenance
2025-12-04 15:59,2025-12-04 17:00,61,Daily Maintenance
2025-12-05 15:59,2025-12-07 17:00,2941,Weekend / Holiday
2025-12-08 15:59,2025-12-08 17:00,61,Daily Maintenance
2025-12-09 15:59,2025-12-09 17:00,61,Daily Maintenance
2025-12-10 15:59,2025-12-10 17:00,61,Daily Maintenance
2025-12-11 15:59,2025-12-11 17:00,61,Daily Maintenance
2025-12-12 15:59,2025-12-14 17:00,2941,Weekend / Holiday
2025-12-15 15:59,2025-12-15 17:00,61,Daily Maintenance
2025-12-16 15:59,2025-12-16 17:00,61,Daily Maintenance
2025-12-17 15:59,2025-12-17 17:00,61,Daily Maintenance
2025-12-18 15:59,2025-12-18 17:00,61,Daily Maintenance
2025-12-19 15:59,2025-12-21 17:00,2941,Weekend / Holiday
2025-12-22 15:59,2025-12-22 17:00,61,Daily Maintenance
2025-12-23 15:59,2025-12-23 17:00,61,Daily Maintenance
2025-12-23 22:36,2025-12-23 22:38,2,Minor (2-5 min)
2025-12-24 00:48,2025-12-24 00:50,2,Minor (2-5 min)
2025-12-24 03:43,2025-12-24 03:45,2,Minor (2-5 min)
2025-12-24 12:14,2025-12-25 17:00,1726,Weekend / Holiday
2025-12-25 17:46,2025-12-25 17:48,2,Minor (2-5 min)
2025-12-25 23:16,2025-12-25 23:18,2,Minor (2-5 min)
2025-12-26 05:06,2025-12-26 05:08,2,Minor (2-5 min)
2025-12-26 15:59,2025-12-28 17:00,2941,Weekend / Holiday
2025-12-29 15:59,2025-12-29 17:00,61,Daily Maintenance
2025-12-30 15:59,2025-12-30 17:00,61,Daily Maintenance
2025-12-31 15:59,2026-01-01 17:00,1501,Weekend / Holiday
2026-01-02 15:59,2026-01-04 17:00,2941,Weekend / Holiday
2026-01-05 15:59,2026-01-05 17:00,61,Daily Maintenance
2026-01-05 21:57,2026-01-05 21:59,2,Minor (2-5 min)
2026-01-06 15:59,2026-01-06 17:00,61,Daily Maintenance
2026-01-07 15:59,2026-01-07 17:00,61,Daily Maintenance
2026-01-08 15:59,2026-01-08 17:00,61,Daily Maintenance
2026-01-09 15:59,2026-01-11 17:00,2941,Weekend / Holiday
2026-01-12 15:59,2026-01-12 17:00,61,Daily Maintenance
2026-01-13 15:59,2026-01-13 17:00,61,Daily Maintenance
2026-01-14 15:59,2026-01-14 17:00,61,Daily Maintenance
2026-01-15 15:59,2026-01-15 17:00,61,Daily Maintenance
2026-01-16 15:59,2026-01-18 17:00,2941,Weekend / Holiday
2026-01-19 11:59,2026-01-19 17:00,301,Holiday Early Close
2026-01-20 15:59,2026-01-20 17:00,61,Daily Maintenance
2026-01-21 15:59,2026-01-21 17:00,61,Daily Maintenance
2026-01-22 15:59,2026-01-22 17:00,61,Daily Maintenance
2026-01-23 15:59,2026-01-25 17:00,2941,Weekend / Holiday
2026-01-26 15:59,2026-01-26 17:00,61,Daily Maintenance
2026-01-27 15:59,2026-01-27 17:00,61,Daily Maintenance
2026-01-28 15:59,2026-01-28 17:00,61,Daily Maintenance
2026-01-29 15:59,2026-01-29 17:00,61,Daily Maintenance
2026-01-30 15:59,2026-02-01 17:00,2941,Weekend / Holiday
2026-02-02 15:59,2026-02-02 17:00,61,Daily Maintenance
2026-02-03 15:59,2026-02-03 17:00,61,Daily Maintenance
2026-02-04 15:59,2026-02-04 17:00,61,Daily Maintenance
2026-02-05 15:59,2026-02-05 17:00,61,Daily Maintenance
2026-02-06 15:59,2026-02-08 17:00,2941,Weekend / Holiday
2026-02-09 15:59,2026-02-09 17:00,61,Daily Maintenance
2026-02-10 15:59,2026-02-10 17:00,61,Daily Maintenance
2026-02-11 15:59,2026-02-11 17:00,61,Daily Maintenance
2026-02-12 15:59,2026-02-12 17:00,61,Daily Maintenance
2026-02-13 15:59,2026-02-15 17:00,2941,Weekend / Holiday
2026-02-15 19:35,2026-02-15 19:37,2,Minor (2-5 min)
2026-02-16 00:17,2026-02-16 00:19,2,Minor (2-5 min)
2026-02-16 11:59,2026-02-16 17:00,301,Holiday Early Close
2026-02-17 15:59,2026-02-17 17:00,61,Daily Maintenance
2026-02-18 15:59,2026-02-18 17:00,61,Daily Maintenance
2026-02-19 15:59,2026-02-19 17:00,61,Daily Maintenance
2026-02-20 15:59,2026-02-22 17:00,2941,Weekend / Holiday
2026-02-23 15:59,2026-02-23 17:00,61,Daily Maintenance
2026-02-24 15:59,2026-02-24 17:00,61,Daily Maintenance
2026-02-25 15:59,2026-02-25 17:00,61,Daily Maintenance
2026-02-26 15:59,2026-02-26 17:00,61,Daily Maintenance
2026-02-27 15:59,2026-03-01 17:00,2941,Weekend / Holiday
2026-03-02 15:59,2026-03-02 17:00,61,Daily Maintenance
2026-03-03 11:36,2026-03-03 11:38,2,Minor (2-5 min)
2026-03-03 15:59,2026-03-03 17:00,61,Daily Maintenance
2026-03-04 15:59,2026-03-04 17:00,61,Daily Maintenance
2026-03-05 15:59,2026-03-05 17:00,61,Daily Maintenance
2026-03-06 15:59,2026-03-08 17:00,2941,Weekend / Holiday
2026-03-09 15:59,2026-03-09 17:00,61,Daily Maintenance
2026-03-10 15:59,2026-03-10 17:00,61,Daily Maintenance
2026-03-11 15:59,2026-03-11 17:00,61,Daily Maintenance
2026-03-12 15:59,2026-03-12 17:00,61,Daily Maintenance
2026-03-13 15:59,2026-03-15 17:00,2941,Weekend / Holiday
2026-03-16 15:59,2026-03-16 17:00,61,Daily Maintenance
2026-03-17 15:59,2026-03-17 17:00,61,Daily Maintenance
2026-03-18 15:59,2026-03-18 17:00,61,Daily Maintenance
2026-03-19 15:59,2026-03-19 17:00,61,Daily Maintenance
2026-03-20 15:59,2026-03-22 17:00,2941,Weekend / Holiday
2026-03-23 15:59,2026-03-23 17:00,61,Daily Maintenance
2026-03-24 15:59,2026-03-24 17:00,61,Daily Maintenance
2026-03-25 15:59,2026-03-25 17:00,61,Daily Maintenance
2026-03-26 15:59,2026-03-26 17:00,61,Daily Maintenance
2026-03-27 15:59,2026-03-29 17:00,2941,Weekend / Holiday
2026-03-30 15:59,2026-03-30 17:00,61,Daily Maintenance
2026-03-31 15:59,2026-03-31 17:00,61,Daily Maintenance
2026-04-01 15:59,2026-04-01 17:00,61,Daily Maintenance
2026-04-02 15:59,2026-04-02 17:00,61,Daily Maintenance
2026-04-02 18:03,2026-04-02 18:05,2,Minor (2-5 min)
2026-04-03 04:27,2026-04-03 04:29,2,Minor (2-5 min)
2026-04-03 04:40,2026-04-03 04:42,2,Minor (2-5 min)
2026-04-03 04:50,2026-04-03 04:52,2,Minor (2-5 min)
2026-04-03 04:54,2026-04-03 04:56,2,Minor (2-5 min)
2026-04-03 04:57,2026-04-03 04:59,2,Minor (2-5 min)
2026-04-03 08:14,2026-04-05 17:00,3406,Weekend / Holiday
2026-04-06 15:59,2026-04-06 17:00,61,Daily Maintenance
2026-04-07 15:59,2026-04-07 17:00,61,Daily Maintenance
2026-04-08 15:59,2026-04-08 17:00,61,Daily Maintenance
